127	0	1	1	145.289855
127	0	1	2	144.240605
127	0	1	3	144.925187
127	0	1	4	157.738906
127	0	1	5	161.875796
127	0	1	6	158.279091
127	0	1	7	159.588422
127	0	1	8	158.950634
127	0	1	9	157.769478
127	0	1	10	116.600874
127	0	1	11	116.796912
127	0	1	12	116.093612
127	0	1	13	117.900517
127	0	1	14	116.034111
127	0	1	15	116.897342
127	0	1	16	116.055456
127	0	1	17	116.603504
127	0	1	18	115.709461
127	0	1	19	115.048057
127	0	1	20	115.164172
127	0	1	21	117.142585
127	0	1	22	116.894184
127	0	1	23	117.396241
127	0	1	24	115.694939
127	0	1	25	117.535428
127	0	1	26	117.110399
127	0	1	27	116.484077
127	0	1	28	116.591639
127	0	1	29	118.267847
127	0	1	30	116.292719
127	0	1	31	119.146685
127	0	2	1	146.915087
127	0	2	2	147.556185
127	0	2	3	143.978837
127	0	2	4	158.124838
127	0	2	5	160.501523
127	0	2	6	157.068107
127	0	2	7	158.120039
127	0	2	8	160.899625
127	0	2	9	162.297532
127	0	2	10	116.348114
127	0	2	11	116.863402
127	0	2	12	116.300405
127	0	2	13	115.093236
127	0	2	14	116.082307
127	0	2	15	115.229104
127	0	2	16	115.668563
127	0	2	17	114.953792
127	0	2	18	115.953009
127	0	2	19	114.967613
127	0	2	20	116.572886
127	0	2	21	113.615712
127	0	2	22	115.877684
127	0	2	23	115.911027
127	0	2	24	115.262847
127	0	2	25	117.224597
127	0	2	26	115.982251
127	0	2	27	115.228069
127	0	2	28	115.785105
127	0	2	29	117.587610
127	0	2	30	115.519608
127	0	2	31	115.470695
127	0	3	1	148.111809
127	0	3	2	144.397995
127	0	3	3	144.761613
127	0	3	4	155.885818
127	0	3	5	159.307163
127	0	3	6	158.381662
127	0	3	7	158.298831
127	0	3	8	160.089470
127	0	3	9	161.520132
127	0	3	10	116.923445
127	0	3	11	115.059549
127	0	3	12	116.183579
127	0	3	13	118.578222
127	0	3	14	115.871041
127	0	3	15	94.064459
127	0	3	16	117.450421
127	0	3	17	113.369571
127	0	3	18	118.634757
127	0	3	19	117.282236
127	0	3	20	118.022849
127	0	3	21	117.442001
127	0	3	22	116.739260
127	0	3	23	116.416980
127	0	3	24	116.276982
127	0	3	25	115.698536
127	0	3	26	114.665502
127	0	3	27	116.852085
