95	0	1	1	145.289855
95	0	1	2	144.240605
95	0	1	3	144.925187
95	0	1	4	157.738906
95	0	1	5	161.875796
95	0	1	6	158.279091
95	0	1	7	159.588422
95	0	1	8	158.950634
95	0	1	9	157.769478
95	0	1	10	116.600874
95	0	1	11	116.796912
95	0	1	12	116.093612
95	0	1	13	117.900517
95	0	1	14	116.034111
95	0	1	15	116.897342
95	0	1	16	116.055456
95	0	1	17	116.603504
95	0	1	18	115.709461
95	0	1	19	115.048057
95	0	1	20	115.164172
95	0	1	21	117.142585
95	0	1	22	116.894184
95	0	1	23	117.396241
95	0	1	24	115.694939
95	0	1	25	117.535428
95	0	1	26	117.110399
95	0	1	27	116.484077
95	0	1	28	116.591639
95	0	1	29	118.267847
95	0	1	30	116.292719
95	0	1	31	119.146685
95	0	2	1	146.915087
95	0	2	2	147.556185
95	0	2	3	143.978837
95	0	2	4	158.124838
95	0	2	5	160.501523
95	0	2	6	157.068107
95	0	2	7	161.583815
95	0	2	8	160.899625
95	0	2	9	162.297532
95	0	2	10	117.210970
95	0	2	11	116.863402
95	0	2	12	116.300405
95	0	2	13	115.093236
95	0	2	14	116.082307
95	0	2	15	115.229104
95	0	2	16	115.668563
95	0	2	17	114.953792
95	0	2	18	115.953009
95	0	2	19	114.967613
95	0	2	20	116.572886
95	0	2	21	113.615712
95	0	2	22	115.877684
95	0	2	23	115.911027
95	0	2	24	115.262847
95	0	2	25	117.224597
95	0	2	26	115.982251
95	0	2	27	115.228069
95	0	2	28	115.785105
95	0	2	29	117.587610
95	0	2	30	115.519608
95	0	2	31	115.470695
95	0	3	1	148.111809
95	0	3	2	144.397995
95	0	3	3	144.761613
95	0	3	4	155.885818
95	0	3	5	159.307163
95	0	3	6	158.381662
95	0	3	7	158.298831
95	0	3	8	160.089470
95	0	3	9	161.520132
95	0	3	10	116.923445
95	0	3	11	115.059549
95	0	3	12	116.183579
95	0	3	13	118.578222
95	0	3	14	115.871041
95	0	3	15	94.064459
95	0	3	16	117.450421
95	0	3	17	113.369571
95	0	3	18	118.634757
95	0	3	19	117.282236
95	0	3	20	118.022849
95	0	3	21	117.442001
95	0	3	22	116.739260
95	0	3	23	116.416980
95	0	3	24	116.276982
95	0	3	25	115.698536
95	0	3	26	114.665502
95	0	3	27	116.852085
95	0	3	28	115.708814
95	0	3	29	117.485838
95	0	3	30	116.952842
95	0	3	31	116.484325
95	0	4	1	148.004718
95	0	4	2	145.402833
95	0	4	3	147.041161
95	0	4	4	165.919913
95	0	4	5	167.087657
95	0	4	6	162.016008
95	0	4	7	159.056658
95	0	4	8	160.952692
95	0	4	9	159.576766
95	0	4	10	116.340335
95	0	4	11	115.571908
95	0	4	12	116.674755
95	0	4	13	117.023073
95	0	4	14	115.094236
95	0	4	15	117.491620
95	0	4	16	111.480171
95	0	4	17	116.871647
95	0	4	18	117.514876
95	0	4	19	117.123691
95	0	4	20	117.714008
95	0	4	21	118.521284
95	0	4	22	117.065441
95	0	4	23	116.728938
95	0	4	24	119.071553
95	0	4	25	117.528362
95	0	4	26	118.466908
95	0	4	27	118.670705
95	0	4	28	118.807844
95	0	4	29	118.993326
95	0	4	30	118.743066
95	0	4	31	117.943769
95	0	5	1	145.591839
95	0	5	2	148.838262
95	0	5	3	147.239689
95	0	5	4	161.742126
95	0	5	5	162.600330
95	0	5	6	161.709732
95	0	5	7	162.343889
95	0	5	8	161.013082
95	0	5	9	159.911778
95	0	5	10	116.282231
95	0	5	11	115.549244
95	0	5	12	117.299538
95	0	5	13	116.035575
95	0	5	14	115.553759
95	0	5	15	115.691784
95	0	5	16	117.718527
95	0	5	17	117.736395
95	0	5	18	116.368400
95	0	5	19	117.801535
95	0	5	20	116.987659
95	0	5	21	118.892427
95	0	5	22	116.156358
95	0	5	23	118.456919
95	0	5	24	117.154941
95	0	5	25	116.964383
95	0	5	26	115.198569
95	0	5	27	117.332894
95	0	5	28	115.390962
95	0	5	29	118.499486
95	0	5	30	116.012389
95	0	5	31	117.846937
95	0	6	1	141.403369
95	0	6	2	144.369989
95	0	6	3	145.265640
95	0	6	4	159.595573
95	0	6	5	159.175509
95	0	6	6	159.637650
